Serial No.,CAS No.,Prefix,Name,Haz. sub.,DG Class,DG Subclass,Schedule,Packing group,UN No.,Size,Size Unit,Location
100010132701,16774-21-3,,ammonium cerium (IV) nitrate,False,5.1,,,II,1477,250.0,gram, Oxidants
100010132800,1333-82-0,,chromium (VI) oxide,False,5.1,6.1,,II,1463,1.0,kilogram, Oxidants
100010165000,84-58-2,"2,3-","dichloro-5,6-dicyano-1,4-benzoquinone 98%",False,6.1,,,II,3439,10.0,gram, Oxidants
100010132900,7782-68-5,,"iodic acid, 99.5+%",False,5.1,8,,II,3085,50.0,gram, Oxidants
100010133000,7782-61-8,,iron (III) nitrate nonahydrate,False,5.1,,,III,1466,500.0,gram, Oxidants
100010133100,7791-03-09,,lithium perchlorate,False,5.1,,,II,1481,100.0,gram, Oxidants
100010090000,7681-57-4,,sodium metabisulphite,False,,,,,,500.0,gram,Harmful H14
100010090001,7681-57-4,,sodium metabisulphite,False,,,,,,500.0,gram,Harmful H14
100010090002,7681-57-4,,sodium metabisulphite,False,,,,,,500.0,gram,Harmful H14
100010090003,7681-57-4,,sodium metabisulphite,False,,,,,,500.0,gram,Harmful H14
100010133200,37222-66-5,,oxone,False,5.1,,,III,3215,1.0,kilogram, Oxidants
100010135200,7632-00-0,,sodium nitrite,False,5.1,6.1,7,III,1500,500.0,gram,Poisons Draw 1
100010135201,7632-00-0,,sodium nitrite,False,5.1,6.1,7,III,1500,500.0,gram,Poisons Draw 1
100010133201,37222-66-5,,oxone,False,5.1,,,III,3215,1.0,kilogram, Oxidants
100010133202,37222-66-5,,oxone,False,5.1,,,III,3215,5.0,kilogram, Oxidants
100010171900,67-63-0,,phosphomolybdic acid solution,False,3,8,,II,2924,200.0,gram, Oxidants
100010133300,12137-21-2,,platinum (IV) oxide (Adam's catalyst),False,5.1,,,II,1479,1.0,gram, Oxidants
100010138900,7757-82-6,,sodium sulfate,False,,,,,,None,, Sieves/drying agents
100010065200,1313-82-2,,sodium sulfide,False,4.2,,,,1385,10.0,gram,Fridge Door
100010065201,1313-82-2,,sodium sulfide,False,4.2,,,,1385,10.0,gram,Fridge Door
100010065300,1313-82-2,,sodium sulfide,False,4.2,,,,1385,500.0,gram,Fridge Door
100010133301,12137-21-2,,platinum (IV) oxide (Adam's catalyst),False,5.1,,,II,1479,1.0,gram, Oxidants
100010133302,12137-21-2,,platinum (IV) oxide (Adam's catalyst),False,5.1,,,II,1479,1.0,gram, Oxidants
100010133303,12137-21-2,,platinum (IV) oxide (Adam's catalyst),False,5.1,,,II,1479,1.0,gram, Oxidants
100010133304,12137-21-2,,platinum (IV) oxide (Adam's catalyst),False,5.1,,,II,1479,1.0,gram, Oxidants
100010133305,12137-21-2,,platinum (IV) oxide (Adam's catalyst),False,5.1,,,II,1479,1.0,gram, Oxidants
100010152400,143-66-8,,sodium tetraphenylborate,False,6.1,,,,,10.0,gram,Toxic TS3
100010012000,10489-48-2,,sodium thiophosphate tribasic hydrate,False,,,,,,5.0,gram,Harmful H19
100010133400,7778-50-9,,potassium dichromate,False,5.1,6.1,,III,3087,500.0,gram, Oxidants
100010133401,7778-50-9,,potassium dichromate,False,5.1,6.1,,III,3087,500.0,gram, Oxidants
100010124700,10213-10-2,,sodium tungstate,False,,,,,,100.0,gram,Harmful H9
100010124800,10213-10-2,,sodium tungstate,False,,,,,,10.0,gram,Harmful H9
100010117200,306-67-2,,spermine tetrahydrochloride,False,,,,,,1.0,gram,Harmful H7
100010021100,7772-99-8,,tin (II) chloride anhydrous,False,8,,,,3260,100.0,gram,Corrosive Acid 2
100010056500,156260-01-4,,Starburst PAMAM Dendrimer Gen. 2,False,9,,,II,3316,2.5,gram,Freezer 1 S2 B2
100010133500,7758-05-06,,potassium iodate,False,5.1,,,II,1479,500.0,gram, Oxidants
100010078600,645-49-8,cis-,stilbene,False,,,,,,1.0,gram,Fridge S4 B1
100010074700,1193-80-2,a-d1-,styrene,False,3,,,,2055,1.0,gram,Fridge S4
100010074800,934-85-0,"b,b-d2-",styrene,False,3,,,,2055,1.0,gram,Fridge S4
100010173100,100-42-5,,styrene,False,,,,,,500.0,milliliter,Freezer 3
100010073700,100-42-5,,styrene,False,,,,,,500.0,milliliter,Fridge S3 B1
100010058200,20780-54-5,(S)-(-)-,styrene oxide,False,6.1,,,III,2810,5.0,gram,Freezer 1 S3 B1
100010073800,96-09-3,,styrene oxide,False,6.1,,,III,2810,100.0,gram,Fridge S3 B1
100010058300,68528-80-3,,suberic acid bis(N-hydroxysuccinimide ester),False,,,,III,,5.0,gram,Freezer 1 S3 B1
100010021200,10027-07-03,,suberoyl chloride,False,8,,,,3265,5.0,gram,Corrosive Acid 2
100010021201,10027-07-03,,suberoyl chloride,False,8,,,,3265,5.0,gram,Corrosive Acid 2
100010119400,110-15-6,,succinic acid,False,,,,II,,500.0,gram,Harmful H24
100010119401,110-15-6,,succinic acid,False,,,,II,,100.0,gram,Harmful H7
100010098600,108-30-5,,succinic anhydride,False,,,,,,500.0,gram,Harmful H20
100010098601,108-30-5,,succinic anhydride,False,,,,,,500.0,gram,Harmful H20
100010098602,108-30-5,,succinic anhydride,False,,,,,,50.0,gram,Harmful H20
100010021300,26412-87-3,,sulfur trioxide pyridine complex,False,8,,,II,3261,25.0,gram,Corrosive Acid 2
100010018000,7664-93-9,,sulfuric acid,False,8,,,,,2.5,liter,Corrosive Acid 1
100010018001,7664-93-9,,sulfuric acid,False,8,,,,,2.5,liter,Corrosive Acid 1
100010018002,7664-93-9,,sulfuric acid,False,8,,,,,2.5,liter,Corrosive Acid 1
100010018003,7664-93-9,,sulfuric acid,False,8,,,,,2.5,liter,Corrosive Acid 1
100010018004,7664-93-9,,sulfuric acid,False,8,,,,,200.0,milliliter,Corrosive Acid 1
100010018100,7664-93-9,,sulfuric acid,False,8,,,,,1.0,liter,Corrosive Acid 1
100010063200,13637-84-8,,sulfuryl chloride fluoride,False,8,6.1,,I,2922,25.0,gram,Freezer 1 S5 B1
100010053900,9015-85-4,,Escherichia coli D ligase (10mM solution),False,,,,,,25.0,microliter,Freezer 1 S2 B1
100010133600,7757-79-1,,potassium nitrate,False,5.1,,,III,1486,500.0,gram, Oxidants
100010152500,13494-80-9,,tellurium powder 99.8%,False,6.1,,,III,3288,100.0,gram,Toxic TS3
100010152501,13494-80-9,,tellurium powder 99.8%,False,6.1,,,III,3288,100.0,gram,Toxic TS3
100010058800,2564-83-2,,TEMPO,False,8,,,,3263,5.0,gram,Freezer 1 S3 B1
100010090200,623-27-8,,terephthal-dicaroxaldehyde,False,,,,,,100.0,gram,Harmful H15
100010090300,100-21-0,,terephthalic acid,False,,,,,,None,,Harmful H15
100010117300,92-94-4,p-,terphenyl,False,,,,,,25.0,gram,Harmful H7
100010152600,1148-79-4,,terpyridine,False,6.1,,,,,100.0,milligram,Toxic TS3
100010133700,7722-64-7,,potassium permanganate,False,5.1,,,II,1490,500.0,gram, Oxidants
100010117400,3958-03-0,,tetrabromothiophene,False,,,,,,25.0,gram,Harmful H7
100010074300,429-41-4,,tetrabutylammonium fluoride (1M in THF),False,3,8,,II,2924,100.0,milliliter,Fridge Door
100010074301,429-41-4,,tetrabutylammonium fluoride (1M in THF),False,3,8,,II,2924,500.0,milliliter,Fridge S3 B1
100010074302,429-41-4,,tetrabutylammonium fluoride (1M in THF),False,3,8,,II,2924,500.0,milliliter,Fridge S3 B1
100010172100,7722-64-7,,potassium permanganate,False,5.1,,,II,1490,100.0,gram, Oxidants
100010119200,32503-27-8,,tetrabutylammonium hydrogen sulphate,False,,,,,,25.0,gram,Harmful H7
100010119201,32503-27-8,,tetrabutylammonium hydrogen sulphate,False,,,,,,25.0,gram,Harmful H7
100010157600,2052-49-5,,tetrabutylammonium hydroxide,False,8,,,II,3267,None,,Corrosive Base 1
100010117500,1571-13-7,"3,4,5,6-",tetrachlorophthalimide,False,,,,,,5.0,gram,Harmful H7
100010090400,118-75-2,,tetrachloroquinone (p-chloranil),False,9,,,III,3077,100.0,gram,Harmful H15
100010090401,118-75-2,,tetrachloroquinone (p-chloranil),False,9,,,III,3077,25.0,gram,Harmful H15
100010124900,632-56-4,,"tetraethyl-1,1,2,2-ethanetetracarboxylate 97%",False,,,,,,25.0,gram,Harmful H9
100010090502,1643-19-2,,tetraethylammonium bromide,False,,,,,,100.0,gram,Harmful H15
100010041000,551-62-2,"1,2,3,4-",tetrafluorobenzene,False,3,,,II,1993,5.0,gram,Flammable liquid Small
100010012100,314-41-0,"2,3,4,6-",tetrafluoronitrobenzene,False,,,,,,5.0,gram,Harmful H19
100010012101,314-41-0,"2,3,4,6-",tetrafluoronitrobenzene,False,,,,,,5.0,gram,Harmful H19
100010173300,529-35-1,"5,6,7,8-",tetrahydro-1-naphthol,False,,,,,,10.0,gram,Harmful H7
100010133800,7727-21-1,,potassium persulphate,False,5.1,,,III,1492,500.0,gram, Oxidants
100010021400,935-79-5,"cis-1,2,3,6-",tetrahydrophthalic anhydride,False,8,,,III,2698,5.0,gram,Corrosive Acid 2
100010041100,142-68-7,,tetrahydropyran,False,3,,,II,3271,100.0,milliliter,Flammable liquid Small
100010173400,110-01-0,,tetrahydrothiophene,False,3,,,II,2412,250.0,gram,Flammable liquid Small
100010117600,1072-72-6,,tetrahydrothiopyran-4-one,False,,,,,,5.0,gram,Harmful H7
100010060600,113110-58-0,,tetrakis(pyridine)copper (II) triflate,False,8,,,II,1759,1.0,gram,Freezer 1 S4 B1
100010078700,14221-01-03,,tetrakis(triphenylphosphine)palladium (0),False,,,,II,,5.0,gram,Fridge S4 B1
100010078701,14221-01-03,,tetrakis(triphenylphosphine)palladium (0),False,,,,II,,5.0,gram,Fridge S4 B1
100010078702,14221-01-03,,tetrakis(triphenylphosphine)palladium (0),False,,,,II,,5.0,gram,Fridge S4 B1
100010078703,14221-01-03,,tetrakis(triphenylphosphine)palladium (0),False,,,,II,,5.0,gram,Fridge S4 B1
100010078704,14221-01-03,,tetrakis(triphenylphosphine)palladium (0),False,,,,II,,1.0,gram,Fridge S4 B1
100010117700,64-20-0,,tetramethylammonium bromide,False,,,,,,25.0,gram,Harmful H7
100010140500,75-57-0,,tetramethylammonium chloride,False,6.1,,,II,2811,250.0,gram,Toxic TL4
100010041200,110-18-9,"N,N,N',N'-",tetramethylethylenediamine,False,3,,,II,2372,500.0,milliliter,Flammable liquid Small
100010152700,681-84-5,,tetramethylorthosilicate,False,6.1,3,,,,25.0,gram,Toxic TS3
100010117800,826-36-8,"2,2,6,6-",tetramethylpiperidin-4-one,False,,,,,,25.0,gram,Harmful H7
100010117801,826-36-8,"2,2,6,6-",tetramethylpiperidin-4-one,False,,,,,,25.0,gram,Harmful H7
100010041300,768-66-1,"2,2,6,6-",tetramethylpiperidine,False,3,6.1,,III,1992,25.0,gram,Flammable liquid Small
100010071900,898838-07-8,"2,2,6,6-",tetramethylpiperidinylmagnesium chloride lithium chloride complex solution,False,4.3,3,,I,3399,100.0,milliliter,Fridge S3
100010090600,464-72-2,"1,1,2,2-","tetraphenyl-1,2-ethanediol",False,,,,,,50.0,gram,Harmful H15
100010133900,12030-88-5,,potassium superoxide,False,5.1,,,I,2466,50.0,gram, Oxidants
100010152800,479-33-4,,"tetraphenylcyclopentadienone, 98%",False,6.1,,,II,,5.0,gram,Toxic TS3
100010117900,31366-25-3,,tetrathiafulvalene,False,,,,,,5.0,gram,Harmful H7
100010117901,31366-25-3,,tetrathiafulvalene,False,,,,,,5.0,gram,Harmful H7
100010041400,288-94-8,,tetrazole solution,False,,,,,,100.0,milliliter,Flammable liquid Small
100010090700,67-03-8,,thiamine hydrochloride,False,,,,,,25.0,gram,Harmful H15
100010041500,504-78-9,,thiazolidine,False,3,,,III,1993,5.0,gram,Flammable liquid Small
100010041501,504-78-9,,thiazolidine,False,3,,,III,1993,5.0,gram,Flammable liquid Small
100010173500,507-09-5,,thioacetic acid,False,3,,,II,2436,100.0,milliliter,Fridge S3 B1
100010073900,98-91-9,,thiobenzoic acid,False,6.1,,,,2810,100.0,gram,Fridge S3 B1
100010118000,942-91-6,S-(,thiobenzoyl)thioglycolic acid,False,9,,,,,10.0,gram,Harmful H7
100010127500,2127-05-1,4-(2-,thioethy)lpyridine,False,,,,,,1.0,gram,Freezer 2
100010127501,2127-05-1,4-(2-,thioethy)lpyridine,False,,,,,,1.0,gram,Freezer 2
100010118100,93-42-5,,thionalide (α-mercapto-n-2-napthylacetamide),False,,,,,,1.0,gram,Harmful H7
100010118101,93-42-5,,thionalide (α-mercapto-n-2-napthylacetamide),False,,,,,,1.0,gram,Harmful H7
100010118102,93-42-5,,thionalide (α-mercapto-n-2-napthylacetamide),False,,,,,,1.0,gram,Harmful H7
100010173600,507-16-4,,thionyl bromide,False,,,2,,,100.0,milliliter,Freezer 2
100010021500,7719-09-07,,thionyl chloride,False,8,,,I,1836,1.0,liter,Corrosive Acid 2
100010021501,7719-09-07,,thionyl chloride,False,8,,,I,1836,500.0,milliliter,Corrosive Acid 2
100010021502,7719-09-07,,thionyl chloride,False,8,,,I,1836,500.0,milliliter,Corrosive Acid 2
100010021503,7719-09-07,,thionyl chloride,False,8,,,I,1836,500.0,milliliter,Corrosive Acid 2
100010021504,7719-09-07,,thionyl chloride,False,8,,,I,1836,500.0,milliliter,Corrosive Acid 2
100010041600,0110-02-01,,thiophene,False,3,,,II,2414,100.0,gram,Flammable liquid Small
100010041601,0110-02-01,,thiophene,False,3,,,II,2414,100.0,gram,Flammable liquid Small
100010173700,0110-02-01,,thiophene,False,3,,,II,2414,100.0,gram,Flammable liquid Small
100010041700,1003-31-2,2-,thiophenecarbonitrile,False,3,,,III,1993,50.0,gram,Flammable liquid Small
100010067600,98-03-3,2-,thiophenecarboxaldehyde,False,,,,,,100.0,gram,Fridge S1 B1
100010173800,498-62-4,3-,thiophenecarboxaldehyde,False,,,,,,10.0,milliliter,Fridge S3 B1
100010012300,26076-46-0,"2,5-",thiophenediboronic acid,False,,,,III,,5.0,gram,Harmful H19
100010012400,932-95-6,"2,5-",thiophenedicarboxaldehyde,False,,,,,,1.0,gram,Harmful H19
100010012401,932-95-6,"2,5-",thiophenedicarboxaldehyde,False,,,,,,1.0,gram,Harmful H19
100010062500,108-98-5,,thiophenol,False,6.1,,,I,,100.0,gram,Freezer 1 S4 B2
100010065700,463-71-8,,thiophosgene,False,6.1,,,I,2474,5.0,gram,Fridge S1
100010090800,62-56-6,,thiourea,False,9,,,III,3077,500.0,gram,Harmful H15
100010090801,62-56-6,,thiourea,False,9,,,III,3077,500.0,gram,Harmful H15
100010125000,50-89-5,,thymidine,False,,,,,,10.0,gram,Harmful H9
100010054001,18423-43-3,,"thymidine 5'-triphosphate, sodium salt dTTP",False,,,,,,25.0,milligram,Freezer 1 S2 B1
100010054000,18423-43-3,,"thymidine 5'-triphosphate, sodium salt dTTP",False,,,,,,25.0,microliter,Freezer 1 S2 B1
100010022600,7772-99-8,,tin (II) chloride anhydrous,False,8,,,,3260,100.0,gram,Corrosive Acid 2
100010134000,26299-14-9,,pyridinium chlorochromate,False,5.1,,,,1479,500.0,gram, Oxidants
100010021600,10025-69-1,,tin (II) chloride dihydrate,False,8,,,III,3260,100.0,gram,Corrosive Acid 2
100010021601,10025-69-1,,tin (II) chloride dihydrate,False,8,,,III,3260,1.0,kilogram,Corrosive Acid 2
100010021602,10025-69-1,,tin (II) chloride dihydrate,False,8,,,III,3260,1.0,kilogram,Corrosive Acid 2
100010140600,7550-45-0,,titanium (IV) chloride,False,6.1,8,,I,1828,200.0,gram,Toxic TL4
100010140601,7550-45-0,,titanium (IV) chloride,False,6.1,8,,I,1828,200.0,gram,Toxic TL4
100010041800,620-23-5,m-,tolualdehyde,False,,,,,,5.0,milliliter,Flammable liquid Small
100010041900,529-20-4,o-,tolualdehyde 97%,False,,,,,,100.0,gram,Flammable liquid Small
100010042000,104-87-0,p-,tolualdehyde 97%,False,,,,,,100.0,gram,Flammable liquid Small
100010134001,26299-14-9,,pyridinium chlorochromate,False,5.1,,,,1479,100.0,gram, Oxidants
100010134100,20039-37-6,,pyridinium dichromate,False,5.1,6.1,,II,1479,100.0,gram, Oxidants
100010021700,98-59-9,p-,toluenesulfonyl chloride,False,8,,,II,3261,500.0,gram,Corrosive Acid 2
100010021701,98-59-9,p-,toluenesulfonyl chloride,False,8,,,II,3261,250.0,gram,Corrosive Acid 2
100010021702,98-59-9,p-,toluenesulfonyl chloride,False,8,,,II,3261,250.0,gram,Corrosive Acid 2
100010127600,19158-51-1,p-,toluenesulfonyl cyanide,False,8,,,II,3261,1.0,gram,Freezer 2
100010042100,108-44-1,m-,toluidine,False,,,,III,,100.0,gram,Flammable liquid Small
100010042101,108-44-1,m-,toluidine,False,,,,III,,100.0,gram,Flammable liquid Small
100010021800,6192-52-5,p-,tolunesulfonic acid (anhydrous),False,8,,,III,2585,500.0,gram,Corrosive Acid 2
100010042200,529-19-1,o-,tolunitrile 98%,False,,,,II,,100.0,gram,Flammable liquid Small
100010042201,529-19-1,o-,tolunitrile 98%,False,,,,II,,100.0,gram,Flammable liquid Small
100010042202,529-19-1,o-,tolunitrile 98%,False,,,,II,,500.0,gram,Flammable liquid Small
100010118200,104-85-8,p-,tolunitrile 98%,False,,,,,,25.0,gram,Harmful H7
100010134200,7761-88-8,,silver nitrate 99%,False,5.1,,,,1493,25.0,gram, Oxidants
100010118300,131274-22-1,,tri-t-butylphosphonium tetrafluoroborate,False,,,,,,5.0,gram,Harmful H7
100010140700,102-82-9,,tributylamine,False,6.1,,,II,2542,500.0,milliliter,Toxic TL4
100010136800,1461-22-9,,tributyltin chloride,False,6.1,,7,,2788,100.0,gram,Poisons Draw 3
100010136801,1461-22-9,,tributyltin chloride,False,6.1,,7,,2788,100.0,gram,Poisons Draw 3
100010136802,1461-22-9,,tributyltin chloride,False,6.1,,7,,2788,100.0,gram,Poisons Draw 3
100010174100,1461-22-9,,tributyltin chloride,False,6.1,,7,,2788,100.0,gram,Poisons Draw 3
100010137100,688-73-3,,tributyltin hydride,False,6.1,,7,II,2788,10.0,gram,Fridge S3 B1
100010159300,18708-70-8,"1,3,5-",trichloro-2-nitrobenzene,False,,,,,,25.0,gram,Harmful H19
100010134201,7761-88-8,,silver nitrate 99%,False,5.1,,,,1493,25.0,gram, Oxidants
100010063400,10025-78-2,,trichlorosilane,False,4.3,3,,,1295,500.0,gram,Fridge Bottom draw
100010152900,3091-32-4,,tricyclohexylchlorotine,False,6.1,,,III,3146,25.0,gram,Toxic TS3
100010134202,7761-88-8,,silver nitrate 99%,False,5.1,,,,1493,500.0,gram, Oxidants
100010134300,20667-12-3,,silver oxide,False,5.1,,,I,1479,50.0,gram, Oxidants
100010125100,2622-14-2,,tricyclohexylphosphine 97%,False,,,,,,25.0,gram,Harmful H9
100010100700,102-71-6,,triethanolamine,False,,,,,,500.0,milliliter,Harmful H24
100010042300,122-52-1,,triethyl phosphite,False,3,,,III,2323,100.0,milliliter,Flammable liquid Small
100010042301,122-52-1,,triethyl phosphite,False,3,,,III,2323,500.0,milliliter,Flammable liquid Small
100010032502,121-44-8,,triethylamine,False,3,8,,III,1296,500.0,milliliter,Flammable liquid Small
100010118400,994-28-5,,triethylchlorogermane,False,,,,,,1.0,gram,Harmful H7
100010118401,994-28-5,,triethylchlorogermane,False,,,,,,1.0,gram,Harmful H7
100010118402,994-28-5,,triethylchlorogermane,False,,,,,,1.0,gram,Harmful H7
100010100800,112-27-6,,triethylene glycol,False,,,,,,1.0,kilogram,Harmful H24
100010058900,305808-21-3,,triethylenetetramine hydrate,False,8,,,II,2259,100.0,gram,Freezer 1 S3 B1
100010042400,617-86-7,,triethylsilane,False,3,,,II,1993,50.0,gram,Flammable liquid Small
100010021900,76-05-1,,trifluoroacetic acid,False,8,,,II,2699,500.0,gram,Corrosive Acid 2
100010021901,76-05-1,,trifluoroacetic acid,False,8,,,II,2699,100.0,milliliter,Corrosive Acid 2
100010134301,20667-12-3,,silver oxide,False,5.1,,,I,1479,25.0,gram, Oxidants
100010022000,407-25-0,,trifluoroacetic anhydride,False,8,,,I,3265,25.0,milliliter,Corrosive Acid 2
100010022001,407-25-0,,trifluoroacetic anhydride,False,8,,,I,3265,25.0,milliliter,Corrosive Acid 2
100010022002,407-25-0,,trifluoroacetic anhydride,False,8,,,I,3265,100.0,milliliter,Corrosive Acid 2
100010056700,372-38-3,"1,3,5-",trifluorobenzene,False,3,,,I,1993,5.0,gram,Freezer 1 S2 B2
100010042500,98349-22-5,"2,4,5-",trifluorobenzonitrile,False,,,,II,,5.0,gram,Flammable liquid Small
100010118500,98349-22-5,"2,4,5-",trifluorobenzonitrile,False,,,,II,,1.0,gram,Harmful H7
100010043901,75-89-8,"2,2,2-",trifluoroethanol,False,,,,,,100.0,gram,Flammable liquid Small
100010022100,358-23-6,,trifluoromethanesulfonic anhydride,False,8,,,II,3265,10.0,gram,Corrosive Acid 2
100010022101,358-23-6,,trifluoromethanesulfonic anhydride,False,8,,,II,3265,10.0,gram,Corrosive Acid 2
100010022102,358-23-6,,trifluoromethanesulfonic anhydride,False,8,,,II,3265,10.0,gram,Corrosive Acid 2
100010022103,358-23-6,,trifluoromethanesulfonic anhydride,False,8,,,II,3265,10.0,gram,Corrosive Acid 2
100010012500,936841-69-9,4-(,trifluoromethyl)-2-pyridinecarbonitrile,False,,,,,,500.0,milligram,Harmful H19
100010012501,936841-69-9,4-(,trifluoromethyl)-2-pyridinecarbonitrile,False,,,,,,1.0,gram,Harmful H19
100010153000,455-14-1,4-,aminobenzotrifluoride,False,,,,,,10.0,gram,Toxic TS3
100010042600,98-16-8,3-(,trifluoromethyl)aniline 99+%,False,,,,,,500.0,gram,Flammable liquid Small
100010127700,131747-62-1,3-(,trifluoromethyl)pyridine-2-carboxaldehyde (3-trifluoromethyl-2-formylpyridine),False,6.1,,,,,1.0,gram,Freezer 2
100010127701,131747-62-1,3-(,trifluoromethyl)pyridine-2-carboxaldehyde (3-trifluoromethyl-2-formylpyridine),False,6.1,,,,,1.0,gram,Freezer 2
100010012600,95727-86-9,5-,trifluoromethylpyridine-2-carbonitrile,False,,,,,,1.0,gram,Harmful H19
100010012601,95727-86-9,5-,trifluoromethylpyridine-2-carbonitrile,False,,,,,,5.0,gram,Harmful H19
100010153600,315-14-0,"2,4,6-",trifluoronitrobenzene,False,6.1,,,III,2810,25.0,gram,Toxic TS3
100010153601,315-14-0,"2,4,6-",trifluoronitrobenzene,False,6.1,,,III,2810,25.0,gram,Toxic TS3
100010153602,315-14-0,"2,4,6-",trifluoronitrobenzene,False,6.1,,,III,2810,100.0,gram,Toxic TS3
100010147000,116-17-6,,triisopropyl phosphite,False,6.1,,,,,250.0,milliliter,Toxic TM6
100010118600,830-79-5,"2,4,6-",trimethoxybenzaldehyde,False,,,,,,10.0,gram,Harmful H7
100010065400,121-43-7,,trimethyl borate,False,3,,,II,2416,250.0,milliliter,Fridge Door
100010065401,121-43-7,,trimethyl borate,False,3,,,II,2416,250.0,milliliter,Fridge Door
100010042700,149-73-5,,trimethyl orthoformate,False,3,,,II,2416,500.0,milliliter,Flammable liquid Small
100010074400,13361-64-3,,trimethyl(propargyl)silane,False,3,,,,,1.0,gram,Fridge S3 B1
100010042800,3282-30-2,,trimethylacetyl chloride 99%,False,,,,,,100.0,gram,Flammable liquid Small
100010042801,3282-30-2,,trimethylacetyl chloride 99%,False,,,,,,500.0,gram,Flammable liquid Small
100010090901,62637-93-8,,trimethylamine N-oxide dihydrate 98%,False,,,,II,2924,100.0,gram,Harmful H15
100010042900,75-50-3,,trimethylamine solution in ethanol,False,3,8,,II,1297,250.0,milliliter,Flammable liquid Small
100010043000,75-50-3,,trimethylamine solution in ethanol,False,3,8,,II,1297,500.0,milliliter,Flammable liquid Small
100010043100,1066-38-2,,trimethylbromogermane,False,3,,,II,2924,5.0,gram,Flammable liquid Small
100010043200,142-25-6,"N,N,N-",trimethylethylenediamine 97%,False,,,,,,5.0,gram,Flammable liquid Small
100010043300,108-75-8,,"collidine (see 2,4,6-trimethylpyridine)",False,,,,,,250.0,milliliter,Flammable liquid Small
100010043301,108-75-8,,"collidine (see 2,4,6-trimethylpyridine)",False,,,,,,250.0,milliliter,Flammable liquid Small
100010043302,108-75-8,,"collidine (see 2,4,6-trimethylpyridine)",False,,,,,,100.0,milliliter,Flammable liquid Small
100010043400,2917-47-7,3-(,trimethylsilyl)-1-propanol 97%,False,,,,,,25.0,gram,Flammable liquid Small
100010070900,1066-54-2,(,"trimethylsilyl)acetylene, 98%",False,,,,,,5.0,gram,Fridge S2 B1
100010070901,1066-54-2,(,"trimethylsilyl)acetylene, 98%",False,,,,,,5.0,gram,Fridge S2 B1
100010078800,76513-69-4,2-(,trimethylsilyl)ethoxyl methyl chloride,False,8,3,,,2920,5.0,milliliter,Fridge S4 B1
100010125200,2039-96-5,3-(,trimethylsilyl)propanesulfonate sodium salt,False,,,,II,2920,5.0,gram,Harmful H9
100010059000,437-17-2,,triphenylcarbenium hexafluorophosphate,False,8,,,,3261,1.0,gram,Freezer 1 S3 B1
100010059100,0341-02-06,,triphenylcarbenium tetrafluoroborate,False,8,,,II,3261,5.0,gram,Freezer 1 S3 B1
100010059101,0341-02-06,,triphenylcarbenium tetrafluoroborate,False,8,,,II,3261,5.0,gram,Freezer 1 S3 B1
100010026300,76-83-5,,triphenylchloromethane,False,8,,,III,3261,25.0,gram,Corrosive Base 1
100010026301,76-83-5,,triphenylchloromethane,False,8,,,III,3261,25.0,gram,Corrosive Base 1
100010022200,76-86-8,,triphenylchlorosilane,False,8,,,II,3261,50.0,gram,Corrosive Acid 2
100010059200,1626-24-0,,triphenylgermanium chloride,False,,,,,,5.0,gram,Freezer 1 S3 B1
100010118800,1626-24-0,,triphenylgermanium chloride,False,,,,,,5.0,gram,Harmful H7
100010125300,519-73-3,,triphenylmethane,False,,,,,,50.0,gram,Harmful H9
100010125400,3695-77-0,,triphenyl methanethiol,False,9,,,III,3335,25.0,gram,Harmful H9
100010094000,76-84-6,,triphenylmethanol,False,,,,,,100.0,gram,Harmful H17
100010060700,596-43-0,,triphenylmethyl bromide,False,8,,,,3261,25.0,gram,Freezer 1 S4 B1
100010022300,76-83-5,,triphenylchloromethane,False,8,,,III,3261,100.0,gram,Corrosive Acid 2
100010102300,603-35-0,,triphenylphosphine,False,,,,,,100.0,gram,Harmful H27
100010102301,603-35-0,,triphenylphosphine,False,,,,,,100.0,gram,Harmful H27
100010102302,603-35-0,,triphenylphosphine,False,,,,,,500.0,gram,Harmful H27
100010102303,603-35-0,,triphenylphosphine,False,,,,,,1.0,kilogram,Harmful H27
100010174400,76-86-8,,triphenylchlorosilane,False,8,,,II,3261,250.0,gram,Corrosive Acid 1
100010118900,6229-00-1,(,triphenylsilyl)acetylene,False,,,,,,5.0,gram,Harmful H7
100010174500,639-58-7,,triphenyltin chloride,False,6.1,,,III,3146,500.0,gram,Fridge S3 B1
100010174501,639-58-7,,triphenyltin chloride,False,6.1,,,III,3146,500.0,gram,Fridge S3 B1
100010153100,17631-68-4,,"tris(1,1,1,2,2,3,3-heptafluoro-7,7-dimethyl-4,6-octanediono)europium",False,6.1,,,II,2928,1.0,gram,Toxic TS3
100010153200,17978-77-7,,"tris(1,1,1,2,2,3,3-heptafluoro-7,7-dimethyl-4,6-octanediono)praseodymium",False,6.1,,,,,1.0,gram,Toxic TS3
100010056800,4097-89-6,,tris(2-aminoethyl)amine,False,8,6.1,,,2922,10.0,milliliter,Freezer 1 S2 B2
100010054100,87413-09-0,"1,1,1-","tris(acetyloxy)-1,1-dihydro-1,2-benziodoxol-3(1H)-one (Dess-Martin reagent)",False,,,,II,,5.0,gram,Freezer 1 S2 B1
